s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,Country,City,Line,Phase,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,"Platform Length 
(Meters)",Source1,Cost,Currency,Year,PPP rate,Real cost,"Cost/km
 (Millions)",Cheap?,Clength,Ctunnel,Anglo?,Inflation Index,Real cost (2025 dollars),Cost/km (2025 dollars),Source2,Reference,,
,CN,Xuzhou,Line 1,Line 1,2014,2019,0,21.967,96%,20.996,,,18,117,Media,"16,278.00",CNY,2017,0.239,3890.44,177.1,0,0,0,0,1.314109416,"5,112.5",232.7,Trade,http://www.rail-transit.com/project/show.php?itemid=295,https://jiaotongbk.com/n6/201691.html,
,CN,Xuzhou,"First Phase Program (Lines 1, 2 and 3)","First Phase Program (Lines 1, 2 and 3)",2013,2020,0,67,90%,60.6,,,,117,Media,"44,328.00",CNY,2017,0.239,10594.39,158.1,0,0,0,0,1.314109416,"13,922.2",207.8,Media,http://www.ciecc.com.cn/art/2013/3/8/art_1599_30934.html,https://new.qq.com/omn/20190117/20190117A1GO47.html,
,CN,Xuzhou,Line 2,Line 2,2020,,0,24.15,100%,24.15,,,20,117,Trade,"16,957.00",CNY,2020,0.2390,4052.72,167.8,0,0,0,0,1.244593545,"5,044.0",208.9,Trade,http://www.rail-transit.com/project/show.php?itemid=264,,
,CN,Xuzhou,Line 3,Line 3,2021,,0,18.3,100%,18.3,,,16,117,Trade,"13,526.00",CNY,2021,0.2390,3232.71,176.7,0,0,0,0,1.188745987,"3,842.9",210.0,Trade,http://www.rail-transit.com/project/show.php?itemid=243,,
7699,CN,Xuzhou,Line 4,Line 4 Phase 1,2021,,0,26.2,100%,26.2,,,19,117,,"18,470.00",CNY,2021,0.2390,4414.33,168.5,0,0,0,0,1.188745987,"5,247.5",200.3,Trade,http://www.rail-transit.com/project/show.php?itemid=510,,
7705,CN,Xuzhou,Line 6,Line 6 Phase 1,2021,,0,22.912,100%,22.912,,,16,117,Trade,"19,157.00",CNY,2021,0.2390,4578.52,199.8,0,0,0,0,1.188745987,"5,442.7",237.5,Trade,http://www.rail-transit.com/project/show.php?itemid=328,,
7698,CN,Xuzhou,Line 3,Line 3 Phase 2,4 years,,0,6.5,100.00%,6.5,0,0,5,,Plan,"5,015.40",CNY,2020,0.2390,1198.68,184.4,0,0,0,0,1.244593545,"1,491.9",229.5,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202002/P020200210345113822478.pdf,,
7704,CN,Xuzhou,Line 5,Line 5 Phase 1,5 years,,0,24.6,100.00%,24.6,0,0,20,,Plan,"16,830.00",CNY,2020,0.2390,4022.37,163.5,0,0,0,0,1.244593545,"5,006.2",203.5,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202002/P020200210345113822478.pdf,,
,CN,Yiwu,Phase 1,Phase 1 Program,2020,,0,107.17,,,,,31,117,Trade,"34,683.00",CNY,2020,0.2390,8289.24,77.3,0,0,0,0,1.244593545,"10,316.7",96.3,Trade,http://www.rail-transit.com/project/show.php?itemid=78,,
,CN,Zhengzhou,Line 1,Line 1 Phase 1,2009,2013,0,25.2,100%,25.2,,,20,117,Media,"14,335.50",CNY,2011,0.284,4071.28,161.6,0,0,0,0,1.432008233,"5,830.1",231.4,Media,http://news.cctv.com/society/20090323/106184.shtml,,
,CN,Zhengzhou,Line 2,Line 2 Phase 1,2010,2016,0,18.27,100%,18.27,,,16,117,Media,"10,408.00",CNY,2013,0.273,2841.38,155.5,0,0,0,0,1.382720845,"3,928.8",215.0,Media,http://news.sina.com.cn/o/2010-12-29/033421723553.shtml,,
,CN,Zhengzhou,Line 4,Line 4,2014,2020,0,30.1,100%,30.1,,,24,117,Plan,"19,034.00",CNY,2017,0.239,4549.13,151.1,0,0,0,0,1.314109416,"5,978.0",198.6,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201409/W020190910670519267920.pdf,,
,CN,Zhengzhou,Line 3,Line 3 Phase 1,2017,2020,0,25.487,100%,25.487,,,21,138,Trade,"20,608.00",CNY,2019,0.2380,4904.70,192.4,0,0,0,0,1.259947899,"6,179.7",242.5,Trade,http://www.rail-transit.com/project/show.php?itemid=192,,
,CN,Zhengzhou,Zhengxu Regional,Zhengxu Regional Rail (Xucheng Section),,2022,1,33.78,12%,4.016,,,11,117,Trade,"9,879.00",CNY,2021,0.2390,2361.08,69.9,0,0,0,0,1.188745987,"2,806.7",83.1,Trade,http://www.rail-transit.com/project/show.php?itemid=143,,
8017,CN,Zhengzhou,Line 10,Line 10 Phase 1,2019,2024,0,21.3,100%,21.3,,,12,138,,"13,823.00",CNY,2021,0.2390,3303.70,155.1,0,0,0,0,1.188745987,"3,927.3",184.4,Trade,http://www.rail-transit.com/project/show.php?itemid=142,,
7955,CN,Zhengzhou,Line 12,Line 12 Phase 1,2019,2024,0,17.034,100%,17.034,,,12,117,,"11,985.00",CNY,2021,0.2390,2864.42,168.2,0,0,0,0,1.188745987,"3,405.1",199.9,Trade,http://www.rail-transit.com/project/show.php?itemid=514,,
8025,CN,Zhengzhou,Line 8,Line 8 Phase 1,2019,2024,0,50.63,100%,50.63,,,27,138,,"31,019.49",CNY,2021,0.2390,7413.66,146.4,0,0,0,0,1.188745987,"8,813.0",174.1,Media,https://4g.dahe.cn/news/20191106554486,,
,CN,Zhengzhou,Zhengxu Regional,Zhengxu Regional Rail (Zhengzhou Section),2020,,1,31.27,90%,28.18,,,15,117,Media,"17,867.00",CNY,2020,0.2390,4270.21,136.6,0,0,0,0,1.244593545,"5,314.7",170.0,Trade,http://www.rail-transit.com/project/show.php?itemid=141,https://www.163.com/dy/article/GDQSS29P0530L2T3.html,
8027,CN,Zhengzhou,Line 3,Line 3 Phase 2,2021,,0,6.305,100%,6.305,,,4,138,Trade,"3,573.00",CNY,2021,0.2390,853.95,135.4,0,0,0,0,1.188745987,"1,015.1",161.0,Trade,http://www.rail-transit.com/project/show.php?itemid=458,,
7872,CN,Zhengzhou,Line 14,Line 14 Phase 1,,,0,8.3,100.00%,8.3,0,0,6,,Plan,"6,684.00",CNY,2019,0.2380,1590.79,191.7,0,0,0,0,1.259947899,"2,004.3",241.5,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201904/W020190910670741123314.pdf,,
7873,CN,Zhengzhou,Line 6,Line 6 Phase 1,,,0,36.5,92.33%,33.7,2.51,0.41,24,,Plan,"29,304.00",CNY,2019,0.2380,6974.35,191.1,0,0,0,0,1.259947899,"8,787.3",240.7,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201904/W020190910670741123314.pdf,,
7888,CN,Zhengzhou,Line 7,Line 7 Phase 1,,,0,26.9,100.00%,26.9,0,0,20,,Plan,"21,158.00",CNY,2019,0.2380,5035.60,187.2,0,0,0,0,1.259947899,"6,344.6",235.9,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201904/W020190910670741123314.pdf,,
,CN,Zibo,Line 1,Line 1,2020,,0,20.82,62%,12.86,,,15,,Trade,"13,451.89",CNY,2020,0.2390,3215.00,154.4,0,0,0,0,1.244593545,"4,001.4",192.2,Trade,http://www.rail-transit.com/project/show.php?itemid=117,,
,CO,Bogotá,Line 1,Line 1,2020,2028,0,24,0%,0,24,0,27,134,Wiki,12945270,COP,2017,0.000625,8090.79,337.1,0,0,0,0,1.314109416,"10,632.2",443.0,Plan,https://paginaweb.metrodebogota.gov.co/?q=node/264,,
11263,CZ,Prague,Line C,Line C to Letnany,2004,2008,0,4.6,100.00%,4.6,0,0,3,97,Wiki,"15,000",CZK,2006,0.069,1035,225.0,0,0,0,0,1.597790179,"1,653.7",359.5,Media,https://zpravy.aktualne.cz/czk-15bn-prague-metro-extension-ends-in-a-field/r~i:article:630675/,,
7201,CZ,Prague,Line A,Line A extension,2010,2015,0,6.1,97.00%,5.9,0,0.2,4,,Wiki,"20,200",CZK,2012,0.0752,1519.04,249.0,0,0,0,0,1.402974381,"2,131.2",349.4,Trade,https://www.railjournal.com/passenger/metros/prague-opens-metro-line-a-western-extension/,,
11264,CZ,Prague,Line D,Line D,2021,2029,0,10.5,90.00%,9.5,1,0,10,97,Wiki,"73,000",CZK,2025,0.0776,5664.8,539.5,0,0,0,0,1,"5,664.8",539.5,Media,https://deutsch.radio.cz/prager-metro-bau-der-neuen-linie-d-nimmt-konturen-8683676,,
,DE,Berlin,U9,Extension to Rathaus Steglitz,1968,1974,0,1.5,100%,1.5,,,2,100,Media,120,DM,1971,0.3836,46.03,30.7,0,0,0,0,7.953444444,366.1,244.1,Media,http://www.berliner-verkehrsseiten.de/Download/Archiv/U_155_Eroeffnungsschrift_Steglitz_U9.pdf,,
,DE,Berlin,U7,Extension to Rathaus Spandau,1978,1984,0,4.9,100%,4.9,,,5,100,Media,680,DM,1981,0.5251,357.07,72.9,0,0,0,0,3.543613861,"1,265.3",258.2,Media,https://www.bz-berlin.de/archiv-artikel/die-u7-wird-25-jahre-alt,,
7600,DE,Berlin,U8,U8 to Wittenau,1985,1994,0,3.6,100.00%,3.6,0,0,4,100,Wiki,520,EUR,2020,1.3,676,187.8,0,0,0,0,1.244593545,841.3,233.7,Trade,https://signalarchiv.de/Meldungen/10003834,,
7601,DE,Berlin,U2,U2 to Pankow,1997,2000,0,0.8,100.00%,0.8,0,0,1,100,Media,54,EUR,1998,1.3,70.2,87.8,0,0,0,0,1.976162577,138.7,173.4,Media,https://www.berliner-zeitung.de/endspurt-auf-der-baustelle-die-strecke-von-vinetastrasse-nach-bahnhof-pankow-wird-puenktlich-fertig-und-billiger-u-bahn-linie-2-ab-sonnabend-sind-die-pankower-am-zug-li.33430,,
7264,DE,Berlin,U55,U55,2004,2009,0,1.8,100.00%,1.8,0,0,3,100,Plan,320,EUR,2006,1.3,416,231.1,0,0,0,0,1.597790179,664.7,369.3,Plan,https://www.das-parlament.de/2019/31_32/kehrseite/652908-652908,,
7265,DE,Berlin,U5-U55 connection,U5-U55 connection,2010,2020,0,2.2,100.00%,2.2,0,0,3,100,Plan,525,EUR,2015,1.3,682.5,310.2,0,0,0,0,1.359035428,927.5,421.6,Plan,https://www.projekt-u5.de/de/die-neue-u5/,,
7595,DE,Cologne,North-South Stadtbahn,North-South Stadtbahn,2003,2015,0,4,100.00%,4,0,0,6,,Wiki,"1,040",EUR,2009,1.3,1352,338.0,0,0,0,0,1.501440311,"2,029.9",507.5,Plan,https://www.nord-sued-stadtbahn.de/projekt/gruende/hintergruende/index.html,,
7403,DE,Dusseldorf,Wehrhahn Line,Wehrhahn Line,2007,2016,0,3.4,100.00%,3.4,0,0,6,,Wiki,929,EUR,2012,1.3,1207.7,355.2,0,0,0,0,1.402974381,"1,694.4",498.3,Media,https://www.wz.de/nrw/duesseldorf/wehrhahn-linie-wird-noch-viel-teurer_aid-25646289,,
,DE,Frankfurt,U1,Line A1,1963,1968,0,9,50%,4.5,0,4.5,14,,Measured,831,EUR,2023,1.45,1204.56,133.8,0,0,0,0,1.057145998,"1,273.4",141.5,Media,https://www.zeit.de/1968/43/das-neue-fahrgefuehl,,
7602,DE,Frankfurt,U-Bahn Europaviertel,U-Bahn Europaviertel,2019,2025,0,2.7,52.00%,1.4,0,0,4,,Measured,374,EUR,2022,1.3,485.55,179.8,0,0,0,0,1.100662897,534.4,197.9,Media,https://www.fnp.de/frankfurt/frankfurt-u-bahn-u5-verlaengerung-spaeter-teurer-wegen-eva-zr-13449222.html,,
,DE,Frankfurt,U2,Bad Homburg extension,2026,2029,0,1.6,22.00%,0.4,0,1.2,1,,Media,200,EUR,2027,1.45,290,181.3,0,0,0,0,1,290.0,181.3,Media,"https://www.hessenschau.de/wirtschaft/u2-wird-nach-bad-homburg-verlaengert-spatenstich-fuer-200-millionen-projekt-v2,spatenstich-ubahnverlaengerung-100.html",,
7440,DE,Hamburg,U4,U4 to HafenCity U,2007,2012,0,3.9,100.00%,3.9,0,0,2,,Media,326,EUR,2009,1.3,424.19,108.8,0,0,0,0,1.501440311,636.9,163.3,Media,https://www.nahverkehrhamburg.de/u4-verlaengerung-in-horner-geest-soll-465-millionen-euro-kosten-9328/,,
7441,DE,Hamburg,U4,U4 to Elbbrücken,2014,2018,0,1.3,100.00%,1.3,0,0,1,,Media,178,EUR,2016,1.3,231.4,178.0,0,0,0,0,1.342104605,310.6,238.9,Media,https://www.nahverkehrhamburg.de/u4-verlaengerung-in-horner-geest-soll-465-millionen-euro-kosten-9328/,,
7442,DE,Hamburg,U4,U4 to Horner Geest,2021,2027,0,2.6,100.00%,2.6,0,0,2,,Wiki,561,EUR,2024,1.4,785.4,302.1,0,0,0,0,1,785.4,302.1,Plan,https://schneller-durch-hamburg.de/mehrkosten-u4-2023,,
9769,DE,Hamburg,U5,U5-East,2021,2030,0,5.8,93.00%,5.4,0,0,5,,Media,"2,860",EUR,2025,1.3,3718,641.0,0,0,0,0,1,"3,718.0",641.0,Media,"https://www.ndr.de/nachrichten/hamburg/U5-in-Hamburg-Kosten-fuer-oestlichen-Abschnitt-explodieren,ubahn826.html",,
7402,DE,Karlsruhe,Kombilösung,Kombilösung,2010,2021,1,4.8,100.00%,4.8,0,0,6,,Plan,"1,457",EUR,2016,1.3,1894.49,394.7,0,0,0,0,1.342104605,"2,542.6",529.7,Plan,https://www.diekombiloesung.de/haeufige-fragen.html,,
7251,DE,Leipzig,City Tunnel,City Tunnel,2003,2013,1,3.6,100.00%,3.6,0,0,4,,Wiki,960,EUR,2008,1.3,1248,346.7,0,0,0,0,1.496098522,"1,867.1",518.6,Plan,http://dip21.bundestag.de/dip21/btd/17/029/1702939.pdf,,
,DE,Munich,S-Bahn Stammstrecke,S-Bahn Stammstrecke,1965,1971,1,11.4,36%,4.1,,,5,200,Measured,900,DM,1968,0.3532,317.88,27.9,0,0,0,0,9.256163793,"2,942.3",258.1,Media,https://www.sueddeutsche.de/muenchen/s-bahn-muenchen-im-eiltempo-zum-tunnel-eine-bahn-fuer-die-olympischen-spiele-1.3444727,,
11265,DE,Munich,U3,U3 to Moosach,2004,2010,0,1.7,100.00%,1.7,0,0,2,120,Trade,180,EUR,2007,1.25,225,132.4,0,0,0,0,1.553541974,349.5,205.6,Trade,https://www.u-bahn-muenchen.de/report/baustellenreport/moosach/,,
11249,DE,Munich,Second Trunk Line,Second Trunk Line,2016,2028,1,7.2,100.00%,7.2,0,0,3,210,Plan,"3,849",EUR,2020,1.35,5196.15,721.7,0,0,0,0,1.244593545,"6,467.1",898.2,Plan,https://www.2.stammstrecke-muenchen.de/kosten-und-finanzierung.html,,
11270,DE,Munich,U5,U5 to Pasing,2022,2029,0,3.8,100.00%,3.8,0,0,3,120,Plan,988,EUR,2025,1.35,1333.8,351.0,0,0,0,0,1,"1,333.8",351.0,Media,https://www.sueddeutsche.de/muenchen/muenchen-u-bahn-u5-pasing-kosten-1.5475070,,
7594,DE,Nuremberg,U3,U3 extension to Grossreuth,2014,2020,0,1.1,100.00%,1.1,0,0,1,90,Plan,69,EUR,2017,1.3,89.7,81.5,0,0,0,0,1.314109416,117.9,107.2,Media,https://www.nuernberg.de/presse/mitteilungen/presse_68381.html,,
,DE,Nuremberg,U3,U3 extension to Gebersdorf,2020,2026,0,2.1,100%,2.1,,,2,90,Measured,148,EUR,2021,1.3,192.40,91.6,0,0,0,0,1.188745987,228.7,108.9,Plan,https://www.nuernberg.de/presse/mitteilungen/presse_77790.html,,
7267,DK,Copenhagen,City Circle Line,City Circle Line,2009,2019,0,15.5,100.00%,15.5,0,0,17,,Media,"25,300",DKK,2014,0.138,3491.4,225.3,1,15.5,15.5,0,1.360648571,"4,750.6",306.5,Media,https://www.thelocal.dk/20190930/in-pictures-copenhagens-new-city-ring-metro-line,,
,DR,Santo Domingo,Line 1,Line 1,2005,2008,0,14.5,66%,9.5,,,16,120,Measured,"25,165",DOP,2006,0.0615,1547.63,106.7,0,0,0,0,1.597790179,"2,472.8",170.5,Trade,https://sustainabledevelopment.un.org/content/documents/Dominican.pdf,,
,DR,Santo Domingo,"Line 2a, 2b","Line 2a, 2b",2009,2018,0,16.5,100%,16.5,,,18,120,Measured,"1,096",USD,2012,2.2,2411.72,146.2,0,0,0,0,1.402974381,"3,383.6",205.1,Media,https://acento.com.do/el-financiero/en-pasados-gobiernos-construir-un-kilometro-del-metro-sd-costaba-us58-millones-ahora-solo-us45-millones-9034221.html,,
7393,EC,Quito,Metro,Metro,2012,2019,0,22.9,100.00%,22.9,0,0,15,,Wiki,"2,010",USD,2016,1.9,3819,166.8,0,0,0,0,1.342104605,"5,125.5",223.8,Plan,http://documents.worldbank.org/curated/en/872611529897472449/pdf/Ecuador-PP-06052018.pdf,,
,EG,Alexandria-Port Sa'id,Abo Qir-Port Sa'id LRT,Abo Qir-Port Sa'id LRT,Under Tender,By 2026,1,280,0.00%,0,0,280,16,,Plan,Under tender.,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=2097,,
8203,EG,Cairo,Line 1,Line 1,1982,1987,1,44,14.32%,6.3,0,0,35,,Trade,973,EGP,1987,2.5,2432.5,55.3,0,0,0,0,2.835514965,"6,897.4",156.8,Media,,,
,EG,Cairo,Line 1,Line 1 Phase 1,1982,1987,0,28,,,,,22,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=79,,
,EG,Cairo,Line 1,Line 1 Phase 2,1982,1989,0,13.5,,,,,12,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=79,,
,EG,Cairo,Line 2,Line 2 Phase 1,1987,1996,0,8,100.00%,8,0,0,8,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=78,,
,EG,Cairo,Line 2,Line 2 Phase 2,1987,1997,0,3,100.00%,3,0,0,3,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=78,,
,EG,Cairo,Line 1,Line 1 Phase 3,1982,1999,0,1.36,0.00%,,,,1,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=79,,
,EG,Cairo,Line 1,Line 1 All Phases,1982,1999,0,42.86,10.97%,4.7,0,38.16,35,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=79,,
,EG,Cairo,Line 2,Line 2 Phase 3,1987,1999,0,5.5,75.00%,4.1,See Notes.,See Notes.,4,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=78,,
,EG,Cairo,Line 2,Line 2 Phase 4,1987,2000,0,2.7,0.00%,0,See Notes.,See Notes.,3,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=78,,
,EG,Cairo,Line 2,Line 2 Phase 5,1987,2005,0,2.6,0.00%,0,See Notes.,See Notes.,2,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=78,,
,EG,Cairo,Line 2,Line 2 All Phases,1987,2005,0,21.8,See Notes.,19.8,See Notes.,See Notes.,20,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=78,,
8208,EG,Cairo,Line 2,Line 2,1993,2005,0,22,43.18%,9.5,0,0,20,,Trade,"9,700",EGP,2005,1,9700,440.9,0,0,0,0,1.649331797,"15,998.5",727.2,Media,,,
8210,EG,Cairo,Line 3,Line 3 Phase 1,2006,2012,0,4.3,100.00%,4.3,0,0,5,,Trade,"4,200",EGP,2009,0.7142857143,3000,697.7,0,0,0,0,1.501440311,"4,504.3","1,047.5",Media,http://english.ahram.org.eg/NewsContent/3/12/35035/Business/Economy/Cairos-rd-underground-line-opens-Tuesday-linking-A.aspx,,
,EG,Cairo,Line 3,Line 3 Phase 1,2007,2012,0,4.4,100.00%,4.4,0,0,5,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=85,,
8211,EG,Cairo,Line 3,Line 3 Phase 2,2009,2014,0,7.2,100.00%,7.2,0,0,4,,Trade,498,EU,2009,,,,0,0,0,0,1.501440311,,,,,,
,EG,Cairo,Line 3,Line 3 Phase 2,2009,2014,0,7.7,100.00%,7.7,0,0,4,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=85,,
,EG,Cairo,Line 3,Line 3 Phase 4A,2013,2019,0,3.7,100.00%,3.7,0,0,4,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=85,,
,EG,Cairo,Line 3,Line 3 Phase 4B,2013,2021,0,7.8,0.00%,0,7.8,0,6,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=85,,
,EG,Cairo,Line 3,Line 3 Phase 3A,2013,2022,0,4,100.00%,4,0,0,4,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=85,,
8217,EG,Cairo,Line 3,Line 3 Phase 4,2015,2022,0,12.1,79.34%,9.6,0,0,8,,Trade,,,,,,,0,0,0,0,#N/A,,,,,,
8216,EG,Cairo,Line 3,Line 3 Phase 3,2017,2022,0,11.6,100.00%,11.6,0,0,12,,Trade,0,EU,2016,,,,0,0,0,0,1.342104605,,,,,,
,EG,Cairo,Line 3,Line 3 All Phases,2007,2023,0,41.3,See Notes.,See Notes.,See Notes.,See Notes.,34,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=85,,
,EG,Cairo,Line 3,Line 3 Phase 3B,2013,2023,0,6.6,See Notes.,See Notes.,See Notes.,See Notes.,6,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=2078,,
,EG,Cairo,Line 3,Line 3 Phase 3C,2013,2023,0,7.1,See Notes.,See Notes.,See Notes.,See Notes.,5,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=2078,,
,EG,Cairo,Monorail,Monorail East,2019,2023,0,56.5,0.00%,0,56.5,0,22,,Plan,See notes.,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=2089,,
,EG,Cairo,Monorail,Monorail West,2019,2023,0,42,0.00%,0,42,0,13,,Plan,See notes.,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=2088,,
,EG,Cairo,Monorail,Monorail All Phases,2019,2023,0,98.5,0.00%,0,98.5,0,35,,Plan,"4,500",USD,2022,,,,,,,,1.100662897,,,Trade,http://www.nat.gov.eg/LocationActivity.aspx?id=2089,http://www.nat.gov.eg/LocationActivity.aspx?id=2088,https://www.railway-technology.com/projects/cairo-monorail/
,EG,Cairo,Line 4,Line 4 Phase 1,2020,2024,0,19*,90.00%,See Notes.,See Notes.,See Notes.,17,,Plan,800,USD,2020,,,,,,,,1.244593545,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=2106,https://www.railway-technology.com/news/orascom-mitsubishi-cairo-metro-line-4-contract/,
,EG,Cairo,Line 4,Line 4 Phase 2,2020,2026,0,23,See Notes.,See Notes.,See Notes.,See Notes.,21,,Plan,Under tender.,,,,,,,,,,#N/A,,,Trade,http://www.nat.gov.eg/LocationActivity.aspx?id=2106,,
,EG,Cairo,Line 4,All Phases,2020,2026,0,42,See Notes.,See Notes.,See Notes.,See Notes.,38,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=2106,,
8224,EG,Cairo,Line 6,Line 6,2017,X,0,21,65.24%,13.7,0,0,24,,Trade,"4,000",USD,2017,3.1,12400,590.5,0,0,0,0,1.314109416,"16,295.0",776.0,Media,https://tunnelbuilder.com/News/New-metro-line-6-in-Cairo-deal-signed-.aspx,,
8209,EG,Cairo,Line 2,Line 2 Extension,2018,X,1,7,0.00%,0.0,0,0,5,,,,,,,,,0,0,0,0,#N/A,,,,,,
8218,EG,Cairo,Line 4,Line 4 (4 Phases),2019,X,0,19,,,#N/A,#N/A,17,,,"3,600",USD,2019,3.6,12960,682.1,0,0,0,0,1.259947899,"16,328.9",859.4,,,,
8219,EG,Cairo,,Line 5,X,X,0,19,,,#N/A,#N/A,,,,,,,,,,0,0,0,0,#N/A,,,,,,
,EG,Cairo,Line 6,All Phases,,,0,,,,,,,,Plan,,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=2093,,
,EG,Cairo - New Capital,Capital LRT,Capital LRT Phase 1 and 2,2018,2022,1,68.81,0.00%,0,See notes.,See notes.,11,,Plan,See notes.,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=2118,,
,EG,Cairo - New Capital,Capital LRT,Capital LRT Phase 3,2018,2023,1,18.5,0.00%,0,See notes.,See notes.,4,,Plan,See notes.,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=2085,,
,EG,Cairo - New Capital,Capital LRT,Capital LRT Phase 4,2018,2023,1,16,0.00%,0,7.5,8.5,3,,Plan,See notes.,,,,,,,,,,#N/A,,,,http://www.nat.gov.eg/LocationActivity.aspx?id=2085,,
,EG,Cairo - New Capital,Capital LRT,Capital LRT All Phases,2018,2023,1,103.31,0.00%,0,See notes.,See notes.,18,,Plan,"1,240",USD,2022,,,,,,,,1.100662897,,,Trade,http://www.nat.gov.eg/LocationActivity.aspx?id=2118,http://www.nat.gov.eg/LocationActivity.aspx?id=2085,https://www.enr.com/articles/42694-chinese-firm-wins-egyptian-light-rail-project-pact
7443,ES,Barcelona,L3,L3 to Trinitat Nova,2001,2008,0,1.9,100.00%,1.9,0,0,2,,Plan,151,EUR,2004,1.25,188.75,99.3,1,1.9,1.9,0,1.705211752,321.9,169.4,Plan,https://pemb.cat/public/docs/794_r6_cat_b2_17_perllongament_linia_3_de_metro_corr.pdf,,
7450,ES,Barcelona,L2,L2 to Badalona,2006,2010,0,0.7,100.00%,0.7,0,0,1,,Plan,70,EUR,2008,1.25,87.5,125.0,1,0.7,0.7,0,1.496098522,130.9,187.0,Plan,http://territori.scot.cat/cat/notices/2010/10/metro_lInia_2_2737.php,,
7451,ES,Barcelona,L5,L5 to Vall d'Hebron,2007,2010,0,2.5,100.00%,2.5,0,0,3,,Media,320,EUR,2008,1.25,400,160.0,1,2.5,2.5,0,1.496098522,598.4,239.4,Media,https://www.ccma.cat/324/La-linia-5-del-Metro-de-Barcelona-samplia-dema-amb-les-estacions-del-Carmel-el-Collla-Teixonera-i-Vall-dHebron/noticia/790448/,,
7448,ES,Barcelona,Terrassa tunnel,Terrassa tunnel,2008,2015,0,4.5,100.00%,4.5,0,0,3,,Plan,401,EUR,2011,1.3,521.3,115.8,1,4.5,4.5,0,1.432008233,746.5,165.9,Plan,https://govern.cat/govern/docs/2012/10/03/12/36/6b33e55c-7ef4-4200-8517-97c7501d026e.pdf,,
7449,ES,Barcelona,Sabadell tunnel,Sabadell tunnel,2006,2017,0,4.4,100.00%,4.4,0,0,4,,Plan,430,EUR,2011,1.3,559,127.0,1,4.4,4.4,0,1.432008233,800.5,181.9,Plan,https://govern.cat/govern/docs/2012/10/03/12/36/6b33e55c-7ef4-4200-8517-97c7501d026e.pdf,,
7456,ES,Barcelona,L9/10,L9/10,2003,2026,0,47.8,91.00%,43.7,0,0,52,,Plan,"5,954",EUR,2014,1.3,7740.2,161.9,1,47.8,43.7,0,1.360648571,"10,531.7",220.3,Plan,https://www.eib.org/en/projects/pipelines/all/20160937,,
